DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	2q12.1	2	104419442	Intergenic	AC068535.1 - AC068535.2	ENSG00000227157	ENSG00000287793		2722	3597	rs4851694-T	rs4851694	0	4851694	intergenic_variant	1	NR	6E-6	5.221848749616356		4.3		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	2q12.1	2	104423229	Intergenic	AC068535.2			ENSG00000287793			rs2889323-C	rs2889323	0	2889323	intron_variant	0	NR	6E-6	5.221848749616356		4.3		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	2q12.1	2	104474813	LOC150568	LINC01102			ENSG00000235597			rs6543256-G	rs6543256	0	6543256	intron_variant	0	NR	7E-6	5.154901959985743		4.1		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	3p13	3	74024031	Intergenic	LINC02047 - AC016930.1	ENSG00000239454	ENSG00000223738		18422	77318	rs1949931-?	rs1949931	0	1949931	intergenic_variant	1	NR	9E-6	5.045757490560675		2.564103		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	10q26.3	10	132230648	STK32C	STK32C			ENSG00000165752			rs60417571-?	rs60417571	0	60417571	intron_variant	0	NR	3E-6	5.522878745280337		4.7619047		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA				RIMBP2							chr12:131048872-?	chr12:131048872	0			1	NR	5E-6	5.301029995663981		2.564103		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	14q21.3	14	46990706	MDGA2	MDGA2			ENSG00000139915			rs8016110-A	rs8016110	0	8016110	intron_variant	0	NR	3E-6	5.522878745280337		3.5		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2018-10-19	30113228	Torgerson DG	2018-08-16	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/30113228	Ancestry and Genetic Associations with Bronchopulmonary Dysplasia in Preterm Infants.	Bronchopulmonary dysplasia in preterm infants	136 European ancestry cases, 82 African American cases, 28 Hispanic cases, 41 European ancestry controls, 51 African American controls, 14 Hispanic controls	NA	16p13.2	16	8740228	ABAT	ABAT			ENSG00000183044			rs75055007-?	rs75055007	0	75055007	intron_variant	0	NR	3E-6	5.522878745280337		3.846154		Affymetrix [8800000] (imputed)	N	Bronchopulmonary dysplasia, premature birth	http://www.orpha.net/ORDO/Orphanet_70589, http://www.ebi.ac.uk/efo/EFO_0003917	GCST006460	Genome-wide genotyping array
2015-10-24	25599974	Zhang H	2015-01-19	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/25599974	A genome-wide association study of early spontaneous preterm delivery.	Spontaneous preterm birth (preterm birth)	916 pre-term birth neonates, 935 term birth neonates	243 pre-term birth neonates, 149 term birth neonates	6q27	6	166938616	RNASET2	AL159163.1, RNASET2			ENSG00000249141, ENSG00000026297			rs3777722-?	rs3777722	0	3777722	missense_variant	0	0.79	1E-9	9.0		1.64	[NR]	Affymetrix [797196]	N	birth measurement, spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006921, http://www.ebi.ac.uk/efo/EFO_0006917	GCST002751	Genome-wide genotyping array
2015-10-24	25599974	Zhang H	2015-01-19	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/25599974	A genome-wide association study of early spontaneous preterm delivery.	Spontaneous preterm birth (preterm birth)	916 pre-term birth neonates, 935 term birth neonates	243 pre-term birth neonates, 149 term birth neonates	1p31.1	1	82804287	LPHN2	AL157944.1			ENSG00000233290			rs480745-?	rs480745	0	480745	intron_variant	0	0.91	7E-7	6.154901959985743		1.75	[NR]	Affymetrix [797196]	N	birth measurement, spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006921, http://www.ebi.ac.uk/efo/EFO_0006917	GCST002751	Genome-wide genotyping array
2015-10-24	25599974	Zhang H	2015-01-19	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/25599974	A genome-wide association study of early spontaneous preterm delivery.	Spontaneous preterm birth (preterm birth)	916 pre-term birth neonates, 935 term birth neonates	243 pre-term birth neonates, 149 term birth neonates	6q22.31	6	119622238	MAN1A1	AL078600.1 - MIR3144	ENSG00000287100	ENSG00000265725		230409	392941	rs2794256-A	rs2794256	0	2794256	regulatory_region_variant	1	0.27	5E-6	5.301029995663981		1.39	[NR]	Affymetrix [797196]	N	birth measurement, spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006921, http://www.ebi.ac.uk/efo/EFO_0006917	GCST002751	Genome-wide genotyping array
2015-10-24	25599974	Zhang H	2015-01-19	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/25599974	A genome-wide association study of early spontaneous preterm delivery.	Spontaneous preterm birth (preterm birth)	916 pre-term birth neonates, 935 term birth neonates	243 pre-term birth neonates, 149 term birth neonates	13q13.3	13	36859584	SMAD9	SMAD9			ENSG00000120693			rs563538-T	rs563538	0	563538	intron_variant	0	0.04	8E-6	5.096910013008056		2.05	[NR]	Affymetrix [797196]	N	birth measurement, spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006921, http://www.ebi.ac.uk/efo/EFO_0006917	GCST002751	Genome-wide genotyping array
2015-10-24	25599974	Zhang H	2015-01-19	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/25599974	A genome-wide association study of early spontaneous preterm delivery.	Spontaneous preterm birth (preterm birth)	916 pre-term birth neonates, 935 term birth neonates	243 pre-term birth neonates, 149 term birth neonates	11q24.1	11	121627175	SORL1	SORL1			ENSG00000137642			rs10892761-?	rs10892761	0	10892761	non_coding_transcript_exon_variant	0	0.64	3E-6	5.522878745280337		1.37	[NR]	Affymetrix [797196]	N	birth measurement, spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006921, http://www.ebi.ac.uk/efo/EFO_0006917	GCST002751	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	3p12.3	3	78256172		RN7SKP61 - AC108752.1	ENSG00000222574	ENSG00000240241		94180	10768	rs115723230-?	rs115723230	0	115723230	intergenic_variant	1	NR	9E-6	5.045757490560675		3.33	[1.70-6.54]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	1q25.3	1	182336514		EIF1P3 - GLUL	ENSG00000231684	ENSG00000135821		180	41584	rs539974331-?	rs539974331	0	539974331	intergenic_variant	1	NR	9E-6	5.045757490560675		3.57	[1.95-6.55]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	10q24.2	10	97502819	EXOSC1, ZDHHC16, MMS19, UBTD12	UBTD1			ENSG00000165886			rs10678727-?	rs10678727	0	10678727	intron_variant	0	NR	3E-6	5.522878745280337		1.9		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	11p15.4	11	6276466	CCKBR, CNGA4	CCKBR - AC068733.2	ENSG00000110148	ENSG00000270435		4339	20723	rs10839537-?	rs10839537	0	10839537	intergenic_variant	1	NR	2E-6	5.698970004336019		2.18		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	9p21.1	9	32550914	TOPORS	TOPORS			ENSG00000197579			rs112527210-?	rs112527210	0	112527210	missense_variant	0	NR	9E-6	5.045757490560675		2.57		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	10q22.1	10	70735022		ADAMTS14			ENSG00000138316			rs12765664-?	rs12765664	0	12765664	intron_variant	0	NR	6E-6	5.221848749616356		2.5	[1.64-3.85]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	1p34.3	1	36126921	COL8A2	COL8A2 - TRAPPC3	ENSG00000171812	ENSG00000054116		1699	9649	rs146427742-?	rs146427742	0	146427742	intergenic_variant	1	NR	2E-6	5.698970004336019		2.85		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	7p14.1	7	40429123		SUGCT			ENSG00000175600			rs57670997-?	rs57670997	0	57670997	intron_variant	0	NR	2E-6	5.698970004336019		1.7857143	[1.41-2.27]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA											rs72385215-?	rs72385215	0	72385215		1	NR	5E-6	5.301029995663981		1.7857143	[1.39-2.27]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	8p22	8	13562456		DLC1			ENSG00000164741			rs7006225-?	rs7006225	0	7006225	intron_variant	0	NR	7E-6	5.154901959985743		1.7857143	[1.39-2.33]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	18p11.31	18	4316866		DLGAP1			ENSG00000170579			rs610269-?	rs610269	0	610269	intron_variant	0	NR	8E-6	5.096910013008056		1.6393442	[1.32-2.04]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	2q21.2	2	133517054		NCKAP5			ENSG00000176771			rs1966628-?	rs1966628	0	1966628	intron_variant	0	NR	8E-6	5.096910013008056		1.64	[1.31-2.05]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	2p22.1	2	39872171		SLC8A1-AS1			ENSG00000227028			rs17480505-?	rs17480505	0	17480505	intron_variant	0	NR	4E-6	5.3979400086720375		1.72	[1.36-2.17]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Moderate-to-late spontaneous preterm birth	75 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	8p21.1	8	28756931	EXTL3, TNTS9	EXTL3 - INTS9	ENSG00000012232	ENSG00000104299		1332	10730	rs62504329-?	rs62504329	0	62504329	intergenic_variant	1	NR	4E-6	5.3979400086720375		2.564103		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008179	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	6q21	6	112826759		AL360085.1 - RNU6-1163P	ENSG00000271498	ENSG00000201386		289	144734	rs1418269-?	rs1418269	0	1418269	intergenic_variant	1	NR	8E-6	5.096910013008056		1.73	[1.34-2.22]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Moderate-to-late spontaneous preterm birth	75 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	22q13.31	22	44244728	KIAA1644	SHISAL1			ENSG00000138944			rs737263-?	rs737263	0	737263	3_prime_UTR_variant	0	NR	9E-8	7.045757490560675		2.12		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008179	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	10q24.2	10	97502819		UBTD1			ENSG00000165886			rs10678727-?	rs10678727	0	10678727	intron_variant	0	NR	2E-6	5.698970004336019		1.77	[1.40-2.23]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Moderate-to-late spontaneous preterm birth	75 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	5q21.3	5	107744040	EFNA5, FBXL17	RN7SL782P - RN7SKP122	ENSG00000239708	ENSG00000251732		8974	66589	rs72134357-?	rs72134357	1	10597663	regulatory_region_variant	1	NR	4E-6	5.3979400086720375		2.23		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008179	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Moderate-to-late spontaneous preterm birth	75 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	14q13.1	14	33690956	NPAS3	NPAS3			ENSG00000151322			rs4627235-?	rs4627235	0	4627235	intron_variant	0	NR	6E-6	5.221848749616356		2.32		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008179	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	9q31.1	9	102400884		RNU6-329P - AL442644.2	ENSG00000238882	ENSG00000286243		144174	43702	rs35464758-?	rs35464758	0	35464758	intergenic_variant	1	NR	2E-6	5.698970004336019		2.82	[1.67-4.80]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	4p15.31	4	20329377		SLIT2			ENSG00000145147			rs116461311-?	rs116461311	0	116461311	intron_variant	0	NR	2E-6	5.698970004336019		3.43	[2.01-5.86]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	14q22.3	14	55533007	TBPL2, KTN1	KTN1-AS1			ENSG00000186615			rs2181743-?	rs2181743	0	2181743	intron_variant	0	NR	5E-6	5.301029995663981		2.173913		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	20p13	20	2163706	STK35	STK35			ENSG00000125834			rs72545460-?	rs72545460	1	35120344	intron_variant	0	NR	1E-6	6.0		1.72		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	2p22.1	2	39872171	THUMPD2, SLC8A1	SLC8A1-AS1			ENSG00000227028			rs17480505-?	rs17480505	0	17480505	intron_variant	0	NR	3E-6	5.522878745280337		1.82		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	10q26.2	10	126538306	C10orf90	C10orf90			ENSG00000154493			rs35113467-?	rs35113467	0	35113467	intron_variant	0	NR	2E-7	6.698970004336019		1.87		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	13q34	13	111026295	ARHGEF, LINC00431	LINC00431 - LINC00368	ENSG00000225760	ENSG00000225870		35716	69543	rs11490380-?	rs11490380	0	11490380	intergenic_variant	1	NR	4E-6	5.3979400086720375		2.16		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Spontaneous preterm birth (preterm birth)	247 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	11q14.1	11	83760470		DLG2			ENSG00000150672			rs202170665-?	rs202170665	0	202170665	intron_variant	0	NR	5E-6	5.301029995663981		2.5	[1.54-4]	Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008177	Genome-wide genotyping array
2019-07-19	31194736	Tiensuu H	2019-06-13	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/31194736	Risk of spontaneous preterm birth and fetal growth associates with fetal SLIT2.	Early spontaneous preterm birth	172 Finnish ancestry infant cases, 419 Finnish ancestry infant controls	NA	17q25.1	17	72956237	SLC39A11	SLC39A11			ENSG00000133195			rs28677989-?	rs28677989	0	28677989	intron_variant	0	NR	3E-6	5.522878745280337		2.6		Illumina [6778521] (imputed)	N	spontaneous preterm birth	http://www.ebi.ac.uk/efo/EFO_0006917	GCST008178	Genome-wide genotyping array
